"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","rawdat","X170410_Blk_FilterBlk_A","X170410_Blk_FilterBlk_B","X170410_Poo_April11AqExtractsFull_1","X170410_Poo_April11AqExtractsFull_2","X170410_Poo_April11AqExtractsFull_3","X170410_Poo_April11AqExtractsHalf_1","X170410_Poo_April11AqExtractsHalf_2","X170410_Poo_April11AqExtractsHalf_3","X170410_Smp_KM1513.125m_A","X170410_Smp_KM1513.125m_B","X170410_Smp_KM1513.125m_C","X170410_Smp_KM1513.15m_A","X170410_Smp_KM1513.15m_B","X170410_Smp_KM1513.15m_C","X170410_Smp_KM1513.45m_A","X170410_Smp_KM1513.45m_B","X170410_Smp_KM1513.45m_C","X170410_Smp_KM1513.75m_A","X170410_Smp_KM1513.75m_B","X170410_Smp_KM1513.75m_C","MassFeature","groupname","RT","Fraction","AveBlank","AveSmp","AvePoo"
"366",3850,162.112341347501,162.11226414484,162.112490931182,542.037445068359,538.987121582031,544.245,18,18,2072786.82049058,2128110.13916372,3082065550.78106,3041841016.34221,2193080197.26714,1703796985.84196,1179256220.02924,1257290885.51357,365485042.439752,247485454.336005,285412635.688773,9904767632.26687,10793405337.7993,8087168095.90573,1100162923.51968,1248705915.75484,778491659.27659,544982720.768651,678582193.893959,1359595483.17168,"I162.1123R9.03","M162T542",9.03395741780599,"HILICPos",2100448.47982715,2949520424.56849,2076221809.29586
"367",3852,162.112432381652,162.112372204424,162.112522805721,439.085647583008,437.414611816406,439.626770019531,12,12,1274100.4284382,1219628.21515312,28558569.0891838,22557758.3840775,19684394.3526371,17252769.7237592,13669429.6918854,14532432.980516,16407956.0022973,12569229.870513,12083300.689994,30025552.7182299,27715327.4523213,27496075.2666167,24896796.016612,27501591.3818182,23020459.381227,28408768.9848839,33732565.7647059,37936587.2078153,"I162.1124R7.32","M162T439",7.31809412638346,"HILICPos",1246864.32179566,25149517.5614195,19375892.3703432
"368",3853,162.112416520701,162.112335400651,162.112518380733,468.259887695312,468.066040039062,469.202423095703,11,11,1072344.76789924,1112504.59128547,130454381.863225,119021620.181816,134470222.521475,83830476.7780962,74747405.6969603,77400360.392059,54557491.0982888,55245623.4650363,63905336.1542083,203138489.844,218454784.978737,206145878.938125,110320146.085898,120954122.64591,109105783.780491,97989871.2735376,161715009.27722,166589009.642376,"I162.1124R7.8","M162T468",7.80433146158854,"HILICPos",1092424.67959235,130676795.598652,103320744.572272
"369",3860,162.140152184112,162.14011201347,162.140361555044,581.485412597656,580.0361328125,581.900573730469,4,4,1234253.63679059,1351911.25925604,275749.724208496,12993052.0334053,9782784.69020128,9517982.30996549,5890284.74633909,7949890.29093021,1832505.54214205,1153879.3132366,1089994.11685925,1960162.77519761,1528322.39644991,1647434.67801288,3265083.01242216,4100336.47170602,3802209.18006182,3248665.89402953,2914901.96425019,4154993.67034912,"I162.1402R9.69","M162T581_2",9.69142354329427,"HILICPos",1293082.44802332,2558207.41789309,7734957.29917498
"370",3862,162.221063561335,162.220812252871,162.22121075399,540.726257324219,537.483642578125,543.925476074219,5,5,0,0,558325.330811402,573140.236316895,401210.957387697,298598.137437224,250459.41452447,176305.606327311,0,0,0,1315881.02521485,2028019.66453007,2574968.10083588,0,11366.6191058135,42420.0188276628,27005.2415802144,0,46039.0859606365,"I162.2211R9.01","M162T541_2",9.01210428873698,"HILICPos",0,503808.313004594,376339.947134166
"371",3864,162.646192776267,162.645608737113,162.646438105206,540.464050292969,535.106323242188,542.048095703125,12,11,0,0,902348.257890626,1357990.19762514,1382038.80911816,933321.293764948,751067.150571286,811130.215511626,55874.6124588847,17106.3538932852,19758.77361875,8073080.35657562,6748792.08154467,5517333.69342539,176094.85632499,331509.116661988,456685.232656616,172897.79357129,209807.720637451,191112.48512114,"I162.6462R9.01","M163T540",9.00773417154948,"HILICPos",0,1830837.75637417,1022982.6540803
"372",3937,163.07537176411,163.075329952205,163.075413612338,124.750679016113,123.610328674316,126.868881225586,5,5,1937765.16730309,697322.840486225,2842227.38153987,538911.578950413,3374063.09932957,3833803.55042386,2301186.10232378,3370923.73813867,5002869.09238591,861554.597128481,3144216.32627146,3197024.39980256,3317467.73267426,2470334.50993854,2609516.00420642,2644178.73473684,2351568.01993149,2518438.94970662,978367.587909961,632052.589383157,"I163.0754R2.08","M163T125",2.07917798360189,"HILICPos",1317544.00389466,2477299.04533964,2710185.90845103
"373",3961,163.115680285245,163.115604585417,163.115851248236,542.037445068359,539.920532226562,545.169,18,18,5673084.94031577,6217833.32900238,237488593.19053,228862869.185932,168579730.677342,130021830.724777,90393505.3328469,95839105.0936608,27346459.6970233,17682756.2090908,20440736.2068786,763228913.055754,833756779.785236,620262350.012058,80333644.6912211,91227404.7379251,86213728.3992515,41574650.4880603,49865093.1763004,96893590.5263131,"I163.1157R9.03","M163T542",9.03395741780599,"HILICPos",5945459.13465908,227402175.582093,158530939.034181
"374",3964,163.122915118731,163.12282704989,163.123243935038,149.676300048828,148.643249511719,162.931915283203,13,13,1370403.28906955,61682.8809937497,1360383.87249029,1256155.80045739,1099929.48747223,3758780.25089473,2192519.52593552,3465593.98948574,1821320.32214032,30658683.7739703,13485989.654125,23654249.0623086,2758835.77291676,2051841.14651557,2473657.6319108,999672.308453075,9479392.83566754,13548652.6292274,25929586.8739134,21619444.0679862,"I163.1229R2.49","M163T150",2.4946050008138,"HILICPos",716043.08503165,12373443.8399279,2188893.82112265
"375",3999,164.056681935096,164.056634931518,164.056737123564,504.266525268555,492.873321533203,521.044,6,6,109672646.660102,120244496.994581,46973343.0515885,300558823.037954,378529158.977877,83563543.9648857,564457893.097412,391349223.09478,56567227.4316484,449503498.358154,462296477.569493,11822372.0126453,20255719.8727879,19176350.8464652,45699064.1430958,14233080.8729882,14442350.6354878,76159179.2090676,10479823.595957,289083339.558574,"I164.0567R8.4","M164T504",8.40444208780925,"HILICPos",114958571.827341,122476540.342197,294238664.204083
"376",4000,164.070462205665,164.070039464508,164.070643778355,310.397033691406,304.617218017578,311.289031982422,7,7,23357923.1747593,27848805.9257161,2037444.20192025,103354276.027284,164232330.878338,807602.810999999,171074143.83426,144668735.926092,24541996.7030671,178237608.854038,197009497.059848,5488435.84811786,6233751.5191618,2919400.74347322,772382.313621816,20240725.445625,358009.534508168,23920421.3648311,113780506.898843,142186472.443919,"I164.0705R5.17","M164T310",5.17328389485677,"HILICPos",25603364.5502377,59640767.3940878,97695755.613149
"377",4008,164.100793393939,164.100629907918,164.100941376307,273.163269042969,267.349700927734,277.032287597656,19,19,1288804.92702323,1394347.13015193,1362825.75239215,1265828.02612656,896585.667714844,905361.092422455,500500.829503255,133470470.754705,1853981.3033188,968632.159192824,981841.022507814,983658.113258814,1143261.516375,971844.544657022,1084227.66761533,984076.297187256,1130412.8069481,1194799.08297903,946416.126894222,1294127.87350228,"I164.1008R4.55","M164T273",4.55272115071615,"HILICPos",1341576.02858758,1128106.54286971,23066928.687144
"378",4018,164.126283154267,164.126221447339,164.126407680755,149.632064819336,148.643249511719,151.486572265625,7,7,16163480.0252241,19441194.7750092,15874674.1150416,80162590.2301392,117767390.551379,20677488.2208503,118629231.758936,110360325.024801,17398407.7374052,3022574.64702832,1308884.46503655,2329196.92520813,15377347.2228351,85635707.904092,17393210.0193776,16580841.567,880400.690116136,1263520.70001995,2607764.00668616,2320128.92925052,"I164.1263R2.49","M164T150_2",2.49386774698893,"HILICPos",17802337.4001167,13843165.4011713,77245283.3168578
"379",4019,164.128016806914,164.127806272667,164.128055995963,271.358703613281,270.329650878906,272.354,5,5,4830152.66008759,5890570.29561996,5546827.72105503,24062951.6965332,63477.3984933594,7557261.10653687,42336467.7194748,33770118.817749,6067978.55810547,71358.6322394528,70861.2636360213,5119970.17194557,4982015.91307688,77310.7996074222,5077892.5814209,54953.8528096678,5300984.10821629,5739518.57994461,28029215.960701,32841758.554142,"I164.128R4.52","M164T271",4.52264506022135,"HILICPos",5360361.47785378,7786151.58132044,18889517.4099737
"380",4027,164.141149993601,164.141024642861,164.141228415222,579.697509765625,577.867,584.745910644531,10,10,459801.194094049,433353.87744243,272620.780269653,81205.3331919645,122711638.995447,18082872.1945877,158514753.433075,96087322.3731877,167842.091294922,140611466.708017,141674975.026953,222779.221798699,14753845.3108236,82452075.0949219,219545.188418783,214094.186245865,95311.9790546874,345719.454762178,76082091.4472133,86051402.2113735,"I164.1411R9.66","M164T580",9.66162516276042,"HILICPos",446577.53576824,45240928.9934065,65958402.1849598
"381",4040,164.967398804992,164.967254713928,164.967508033414,249.815643310547,245.979827880859,257.029479980469,5,5,182962.508771312,111181.220440755,1494798.95677751,1149580.03491835,1120502.29224503,1439547.91310312,1500365.72449524,1457950.16548762,79156.6410416312,1187159.81094837,1027316.24913421,1179958.69656309,1040512.45127352,1085602.7433196,1281333.88456706,999509.849065428,59486.7046463695,40530.0365850096,1294962.85702378,1050505.04408797,"I164.9674R4.16","M165T250",4.16359405517578,"HILICPos",147071.864606033,860502.914021336,1360457.51450448
"382",4079,165.057956731014,165.057875661854,165.058072772305,557.80419921875,549.845,562.872,19,18,25150487.7861229,28859911.8126909,469243622.561328,402395974.986281,333987297.304882,250224553.079556,184473380.485977,198917864.983982,58978766.7110595,46946027.4838949,62422077.9678072,1134865233.19774,1358630199.66593,1019344299.16414,254082521.059045,164594391.189474,264566454.352574,234118895.174197,293218957.756893,386970565.51653,"I165.058R9.3","M165T558",9.29673665364583,"HILICPos",27005199.7994069,439894865.76994,306540448.900334
"383",4080,165.060077562817,165.059988484047,165.061942963267,443.55,431.831604003906,459.153625488281,9,9,4661407.59297741,5800569.65094487,690198.751317942,9638793.03968673,14525356.9995792,4573416.49456017,22127174.3899536,16371661.3201165,326502.143146362,17329026.5641652,1027937.93620154,888585.420703614,887557.311738282,9818444.11470509,424045.68409668,495963.467849609,447027.855148001,105816.243670573,10337235.6138549,12321315.568968,"I165.0601R7.39","M165T444",7.3925,"HILICPos",5230988.62196114,4534121.49368732,11321100.165869
"384",4081,165.062184509585,165.061985310867,165.062290513776,362.733276367188,355.800476074219,367.424072265625,7,7,6393811.15801611,7174582.87529894,7212488.62940311,7620110.83330357,23978626.4739159,8668416.22992912,26634247.0377815,20449034.8262326,9467227.66608741,26868233.6343476,12224555.3450735,8281259.06893763,8399974.10505104,12390271.4534281,7223290.51447316,7523979.55858665,7147319.97126232,7114590.71076555,6035208.40860376,8633026.56596702,"I165.0622R6.05","M165T363",6.04555460611979,"HILICPos",6784197.01665752,10109078.0835486,15760487.3384276
"385",4082,165.062173057691,165.062083361564,165.063227375692,168.608276367188,152.557373046875,168.649139404297,5,5,5220699.15234314,6190268.28283497,5643803.07214377,22797104.6368273,10653834.6334744,6731466.48365901,37024399.7659929,30685636.6534127,7447922.16451963,36826308.927115,38409235.8967819,321160.341316406,6462512.59575274,6248911.24971093,5286207.787675,5340890.44121528,5338171.88022062,5674639.64862066,6545279.01468561,4761543.52036458,"I165.0622R2.81","M165T169",2.81013793945313,"HILICPos",5705483.71758906,10721898.6223315,18922707.5409183
"386",4098,165.091111851815,165.090990927008,165.091183044744,137.360885375977,135.253112792969,138.921966552734,4,4,2420667.19856517,2350865.87856001,199543.904297449,9544728.11234861,15093030.9013188,4057716.26572003,15557300.180671,13320696.7671697,4832905.81779567,14739640.1129719,16736744.6880944,4129820.42023002,3756199.68355967,10547532.5868102,3320637.24403571,276359.006719184,139235.07903196,4240314.35100147,10292090.1492388,441040.336480469,"I165.0911R2.29","M165T137",2.28934808959961,"HILICPos",2385766.53856259,6121043.28966412,9628836.02192093
"387",4100,165.10238986026,165.102321777092,165.102448149933,153.043180419922,150.604248046875,164.880401611328,4,4,10776026.4123381,11785207.2125655,1348395.45350312,46400307.2418148,69476291.0556897,2737191.70750622,75595372.5549162,63868651.2355197,19527803.8946725,72790516.929383,80105362.0598593,15111355.5548073,5216689.14663396,49975139.4701737,13601555.8068373,2664706.84431528,14160634.51709,14973342.1708975,49932808.3440835,60198377.6197773,"I165.1024R2.55","M165T153",2.55071967366536,"HILICPos",11280616.8124518,33188191.0298776,43237701.5414916
"388",4105,165.113398748305,165.112341052684,165.113610678036,135.112037658691,113.669876098633,152.446487426758,14,9,1514227.60215438,1363630.68201562,2802314.45556742,8229291.62834167,12575565.0494824,5382787.6743892,12938431.4780658,11019719.2142374,4238811.83301757,4100658.31223098,5023885.26566852,3628017.20227392,3252518.60196676,8737602.40586533,3091888.67214737,2898297.82907604,1525494.8795,2533606.6062154,4145547.07610054,2795108.88747656,"I165.1134R2.25","M165T135",2.25186729431152,"HILICPos",1438929.142085,3830953.13096158,8824684.91668065
"389",4107,165.113470044429,165.113429431135,165.113595433822,96.885124206543,78.4954071044922,104.954208374023,9,6,3064912.59114569,3104663.69473126,4185492.15891105,12206768.2067275,19825351.4982012,16697434.6581113,19943398.7809172,18351736.2008703,5803506.62670102,4140692.21277664,7717407.15541971,4654851.28648098,4954886.23846912,14343129.2082012,4017275.26004169,4056544.43466586,4360731.64439906,9201978.22959588,4438322.51400714,3775977.62897333,"I165.1135R1.61","M165T97",1.61475207010905,"HILICPos",3084788.14293848,5955441.86997764,15201696.9172898
"390",4117,165.127430530892,165.12736943761,165.127497699052,132.332778930664,128.616348266602,139.248687744141,6,5,3499946.65187864,3728542.95804972,5703864.54596329,16595704.2704937,25786826.7294857,7064530.29948965,27518551.7761293,23144359.4500346,8379277.38522092,918233.825167325,29020303.2748248,521064.947941407,6552578.14098298,18370505.084239,5886896.75275867,5700905.6146623,6535626.49042845,570491.357991958,1077198.81965839,365809.078735352,"I165.1274R2.21","M165T132",2.20554631551107,"HILICPos",3614244.80496418,6991574.23105096,17635639.5119327
"391",4124,165.923859149529,165.923756886895,165.923981286212,420.091949462891,394.842987060547,427.201416015625,14,13,55409.2087187778,25778.1557881295,5508882.11361637,1817044.56002757,8737865.21736197,3048171.27900576,2224256.04534806,3177051.01406279,3292693.75971726,4359611.44947125,7406309.59804418,4752258.18593851,4705628.60317504,1402016.73689765,10376435.6263297,5796979.40378549,4209259.74589701,4015775.4392358,3340335.45706934,5091796.88416125,"I165.9239R7","M166T420",7.00153249104818,"HILICPos",40593.6822534536,4895758.40747687,4085545.03823709
"392",4125,165.92376757629,165.923615432596,165.923877954469,455.788360595703,441.271423339844,470.069702148438,13,12,17149.5903064661,15171.3049997014,9795759.58130563,2526423.79869675,2570517.4721555,1519001.02822852,1040098.27343181,2228520.10853491,2359886.23131353,2493592.27305845,2115776.70244103,2440621.86635189,1760256.06704557,2925220.84846919,3478624.03054225,4471582.20666667,3990378.48462552,3140634.25167708,2943341.22172356,1928292.02442168,"I165.9238R7.6","M166T456",7.59647267659505,"HILICPos",16160.4476530837,2837350.51736137,3280053.37705885
"393",4173,166.072376186339,166.072206596586,166.072505179291,362.146057128906,360.455078125,362.777069091797,4,4,12825954.3146763,12820900.5931795,39787701.6128776,24232454.688549,41259108.4613063,17246884.6659056,43307623.1070587,32828163.5324343,36808898.9111867,42350724.3236812,46624751.1686209,10706782.6231598,5217696.57141062,5357846.99893638,23071765.9920496,15810039.621421,13787256.2292606,19235330.878706,26363632.2001421,6325188.25430531,"I166.0724R6.04","M166T362",6.0357676188151,"HILICPos",12823427.4539279,20971659.4810733,33110322.6780219
"394",4174,166.080004132538,166.079827485729,166.080190141335,272.827512695313,268.290771484375,289.501007080078,12,11,2927142.53608323,2478015.18443598,1217136.99085055,21186848.2366223,241029.522246094,373090.191648849,37685060.6004904,30392544.1787483,1334911.86414529,39417498.5089965,42477040.3375958,1037559.10592805,996274.093759035,23291324.7318756,1378069.56103448,1067541.33384066,10547940.2182092,492184.14730547,23795969.5082263,28866548.5615052,"I166.08R4.55","M166T273",4.54712521158854,"HILICPos",2702578.8602596,14558571.8310351,15182618.2867677
"395",4183,166.086265201821,166.086155888564,166.086476937068,390.166534423828,375.188110351562,406.001953125,21,19,3172592.95090576,18926816.2445415,56229280.2983916,78971433.0612852,83313611.9281091,39639211.3609844,33300960.2292305,45887423.8384667,41650108.8349821,54671462.9823658,76458381.2286802,42155709.33285,84652694.7699709,113175313.836076,36985802.5873456,55760780.7496313,56943193.6237757,61511258.5742207,67513000.7420948,105306081.38706,"I166.0863R6.5","M166T390",6.50277557373047,"HILICPos",11049704.5977236,66398649.0540878,56223653.4527446
